,1,2,3,4,5,6,7,8,9,10,11,12
A,Ser_1000,Ser_1000,Ser_1000,Std_1,,,,,,,,
B,Ser_500,Ser_500,Ser_500,Std_2,,,,,,,,
C,Ser_0,Ser_0,Ser_0,Std_3,,,,,,,,
D,Ser_1000_old,Ser_1000_old,Ser_1000_old,Std_4,,,,,,,,
E,ME,ME,ME,Std_5,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,
