,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,d4_0,,,,,
B,,c0_0,c1_0,c2_0,c3_0,c4_0,d4_1,e5_0,,,,
C,,c0_1,c1_1,c2_1,c3_1,c4_1,e4_0,e5_1,,,,
D,,,,,,,e4_1,f5_0,,,,
E,,,,,,,f4_0,f5_1,,,,
F,,,,,,,f4_1,blank,,,,
G,,,,,,,g4_0,,,,,
H,,,,,,,g4_1,,,,,
