,1,2,3,4,5,6,7,8,9,10,11,12
A,,control,,,,,,,,,,
B,blank,control,r_1,,r_4,,,,,,,
C,blank,control,r_1,,r_4,,,,,,,
D,blank,,r_1,r_3,r_4,,,c_1,c_2,c_3,c_4,
E,TJ1,,r_2,r_3,,,,c_1,c_2,c_3,c_4,c_5
F,TJ1,,r_2,r_3,,,,c_1,c_2,c_3,c_4,c_5
G,TJ1,,r_2,,,r_5,r_5,r_5,,,,c_5
H,,,,,,r_6,r_6,r_6,,c_6,c_6,c_6
