,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,,
B,,,c2_1,c2_1,c2_1,c1_1,c1_1,c1_1,,,,
C,,,c2_2,c2_2,c2_2,c1_2,c1_2,c1_2,c0_1,c0_2,c0_3,
D,,,c2_3,c2_3,c2_3,c1_3,c1_3,c1_3,TJ1,TJ2,TJ3,
E,,,c2_4,c2_4,c2_4,c1_4,c1_4,c1_4,blank,blank,blank,
F,,,c2_5,c2_5,c2_5,c1_5,c1_5,c1_5,,,,
G,,,c2_6,c2_6,c2_6,c1_6,c1_6,c1_6,,,,
H,,,,,,,,,,,,
