,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,,
B,,307_1,307_1,307_1,304_1,304_1,304_1,,,,,
C,,307_2,307_2,307_2,304_2,304_2,304_2,,,,,
D,,307_3,307_3,307_3,304_3,304_3,304_3,,,,blank,
E,,307_4,307_4,307_4,304_4,304_4,304_4,,,,blank,
F,,307_5,307_5,307_5,304_5,304_5,304_5,,,,blank,
G,,307_6,307_6,307_6,304_6,304_6,304_6,,,,,
H,,307_7,307_7,307_7,304_7,304_7,304_7,,,,,
