,1,2,3,4,5,6,7,8,9,10,11,12
A,c0_0,c1_0,c2_0,c3_0,c4_0,3,d4_0,d4_0,d4_0,,,
B,c0_0,c1_0,c2_0,c3_0,c4_0,3,d4_1,d4_1,d4_1,e5_0,e5_0,e5_0
C,c0_0,c1_0,c2_0,c3_0,c4_0,3,e4_0,e4_0,e4_0,e5_1,e5_1,e5_1
D,,,,,,4,e4_1,e4_1,e4_1,f5_0,f5_0,f5_0
E,c0_1,c1_1,c2_1,c3_1,c4_1,4,f4_0,f4_0,f4_0,f5_1,f5_1,f5_1
F,c0_1,c1_1,c2_1,c3_1,c4_1,4,f4_1,f4_1,f4_1,blank,blank,blank
G,c0_1,c1_1,c2_1,c3_1,c4_1,4,g4_0,g4_0,g4_0,f5_0,f5_1,f5_0
H,1,1,1,2,2,2,g4_1,g4_1,g4_1,,,
