,1,2,3,4,5,6,7,8,9,10,11,12
A,303_1,,,304_1,,,305_1,,,307_1,,
B,303_2,,,304_2,,,305_2,,,307_2,,
C,303_3,,,304_3,,,305_3,,,307_3,,
D,303_4,,,304_4,,,305_4,,,307_4,,
E,303_5,,,304_5,,,305_5,,,307_5,,
F,,,,,,,,,,,,
G,,309_1,309_2,309_3,309_4,309_5,,blank,TJ1,,,
H,,,,,,,,,,,,
