,1,2,3,4,5,6,7,8,9,10,11,12
A,G0R0,G0R0,G0R0,G1R0,G1R0,S1,S2,S3,S4,S5,S6,S7
B,,,blank,blank,blank,S1,S2,S3,S4,S5,S6,S7
C,G1R1,G1R1,G1R1,G1R0,,S1,S2,S3,S4,S5,S6,S7
D,G1R2,G1R2,G1R2,G0R1,G0R2,G1,G2,G3,G4,G5,G6,G7
E,G1R3,G1R3,G1R3,G0R1,G0R2,G1,G2,G3,G4,G5,G6,G7
F,G1R4,G1R4,G1R4,G0R1,G0R2,G1,G2,G3,G4,G5,G6,G7
G,G1R5,,G1R5,G1R5,,,,G0R5,G0R5,G0R5,G0R6,G0R6
H,G1R6,G1R6,G1R6,G0R3,G0R3,G0R3,G0R4,G0R4,G0R4,,G0R6,
