,1,2,3,4,5,6,7,8,9,10,11,12
A,blank,c0_0,c1_0,c3_0,c5_0,d5_0,e5_0,,,,,
B,,c0_1,c1_1,c3_1,c5_1,d5_1,e5_1,,,,,
C,,,,,,,,,,,,
D,,,,,,,,,,,,
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,
