,1,2,3,4,5,6,7,8,9,10,11,12
A,,B_0,MM_1,HM_1,LH_1,MH_1,HH_1,LL_1,ML_1,HL_1,,
B,,B_1,MM_0,HM_0,LH_0,MH_0,HH_0,LL_0,ML_0,HL_0,,
C,,B_2,cL_0,cL_1,cM_0,cM_1,cH_0,cH_1,cnt,blank,,
D,,B_3,,,,,,,,,,
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,
