,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,,
B,,309_1,309_1,309_1,306_1,306_1,306_1,305_1,305_1,305_1,,
C,,309_2,309_2,309_2,306_2,306_2,306_2,305_2,305_2,305_2,,
D,,309_3,309_3,309_3,306_3,306_3,306_3,305_3,305_3,305_3,blank,
E,,309_4,309_4,309_4,306_4,306_4,306_4,305_4,305_4,305_4,blank,
F,,309_5,309_5,309_5,306_5,306_5,306_5,305_5,305_5,305_5,blank,
G,,309_6,309_6,309_6,306_6,306_6,306_6,305_6,305_6,305_6,,
H,,309_7,309_7,309_7,306_7,306_7,306_7,305_7,305_7,305_7,,
