,1,2,3,4,5,6,7,8,9,10,11,12
A,c1_0,c2_0,c3_0,c4_0,c5_0,c0_0,HB_c5_0,,,,,
B,c1_1,c2_1,c3_1,c4_1,c5_1,c0_1,HB_c5_1,,,,,
C,,,,,c5_2,c0_2,HL_c5_0,,,,,
D,,,,,c5_3,c0_3,HL_c5_1,,,,,
E,,,,,c5_4,c0_4,LL_c5_0,,,,,
F,,,,,c5_5,c0_5,LL_c5_1,,,,,
G,,,,,c5_6,c0_6,blank,,,,,
H,,,,,c5_7,c0_7,,,,,,
