,1,2,3,4,5,6,7,8,9,10,11,12
A,r_1,r_4,,blank,blank,,,,c_1,c_1,c_1,c_5
B,r_1,r_4,r_5,,blank,c_2,c_2,c_2,c_3,c_3,c_3,c_5
C,r_1,r_4,r_5,,,,,c_4,,c_4,c_4,c_5
D,r_2,,r_5,r_7,,,,,c_6,c_6,c_6,
E,r_2,,r_6,r_7,,,,c_7,c_7,c_7,,
F,r_2,,r_6,r_7,,,,c_8,c_8,c_8,,
G,,,r_6,r_8,r_8,,,,,,,
H,r_3,r_3,r_3,r_8,,,,,,,,
