,1,2,3,4,5,6,7,8,9,10,11,12
A,mod3_HEPES,mod3_HEPES,mod3_HEPES,neg_HEPES,neg_HEPES,neg_HEPES,,,,,,
B,mod3_10xHEPES,mod3_10xHEPES,mod3_10xHEPES,neg_10xHEPES,neg_10xHEPES,neg_10xHEPES,,,,,,
C,mod3_PBS,mod3_PBS,mod3_PBS,neg_PBS,neg_PBS,neg_PBS,,,,,,
D,mod3_imid,mod3_imid,mod3_imid,neg_imid,neg_imid,neg_imid,,,,,,
E,mod3_water,mod3_water,mod3_water,neg_water,neg_water,neg_water,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,
