,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,mod1,glyA,sds,mod1,glyA,sds
B,,,,,,,mod1-full,glyA-full,sds-full,mod1-full,glyA-full,sds-full
C,,,,,,,mod1-neg,glyA-neg,sds-neg,mod1-neg,glyA-neg,sds-neg
D,,,,,,,fdh,fdh-neg,,fdh,fdh-neg,
E,,,,,,,fdh-liq,fdh-liq,fdh-liq,fdh-liq-neg,fdh-liq-neg,fdh-liq-neg
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,
