,1,2,3,4,5,6,7,8,9,10,11,12
A,TdcB,TdcB,TdcB,,,,,,,,,
B,TdcB_neg,TdcB_neg,TdcB_neg,,,,,,,,,
C,glyA,glyA,glyA,,,,,,,,,
D,glyA_neg,glyA_neg,glyA_neg,,,,,,,,,
E,Pyc,Pyc,Pyc,,,,,,,,,
F,Pyc_neg,Pyc_neg,Pyc_neg,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,
