,1,2,3,4,5,6,7,8,9,10,11,12
A,tdcb-0,tdcb-1,tdcb-2,tdcb-3,pyc-0,pyc-1,pyc-2,pyc-3,mdh-0,mdh-1,mdh-2,mdh-3
B,tdcb-0,tdcb-1,tdcb-2,tdcb-3,pyc-0,pyc-1,pyc-2,pyc-3,mdh-0,mdh-1,mdh-2,mdh-3
C,tdcb-0,tdcb-1,tdcb-2,tdcb-3,pyc-0,pyc-1,pyc-2,pyc-3,mdh-0,mdh-1,mdh-2,mdh-3
D,std_1,,,,,,,,,,,
E,std_2,,,,,,,,,,,
F,std_3,,,,,,,,,,,
G,std_4,,,,,,,,,,,
H,std_5,,,,,,,,,,,
