"D:\Projects\Marchand\Data\Carothers\230217\amp_10_1.d"," -ESI EIC(87.0082) Scan Frag=175.0V amp_10_1.d "
"D:\Projects\Marchand\Data\Carothers\230217\amp_10_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230217\amp_10_1.d" ,"1" ,1.001,1.090,1.267,13920.34,79841.42,100.00,100.00,100.00,0.266,0.087,0.00,0.00,0.558,1.034,1.256,5.965,0.00,0.00,2.22,13920.34,,,  ,248.9658,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230217\amp_10_2.d"," -ESI EIC(87.0082) Scan Frag=175.0V amp_10_2.d "
"D:\Projects\Marchand\Data\Carothers\230217\amp_10_2.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230217\amp_10_2.d" ,"1" ,1.021,1.081,1.302,15531.12,99042.36,100.00,100.00,100.00,0.281,0.106,514.56,497.98,0.593,1.025,1.247,5.563,514.56,497.98,2.61,16042.18,,,  ,248.9658,,,,,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230217\amp_10_3.d"," -ESI EIC(87.0082) Scan Frag=175.0V amp_10_3.d "
"D:\Projects\Marchand\Data\Carothers\230217\amp_10_3.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230217\amp_10_3.d" ,"1" ,1.004,1.104,1.403,25037.44,199491.91,100.00,100.00,100.00,0.399,0.127,278.01,215.17,0.594,1.021,1.359,5.614,177.88,204.70,2.18,25222.03,,,  ,248.9658,,,,,,,,,,,,
