,1,2,3,4,5,6,7,8,9,10,11,12
A,pRC008_206_1,pRC008_206_2,pRC008_206_3,pRC008_206_1,pRC008_206_2,pRC008_206_3,pRC008_208_1,pRC008_208_2,pRC008_208_3,pRC008_210_1,pRC008_210_2,pRC008_210_3
B,pRC008_212_1,pRC008_212_2,pRC008_212_3,pCK303_AAV_1,pCK303_AAV_2,pCK303_AAV_3,pCK303_306_1,pCK303_306_2,pCK303_306_3,,,
C,,,,,,,,,,,,
D,,,,,,,,,,,,
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,
