,1,2,3,4,5,6,7,8,9,10,11,12
A,Std_5,Std_4,Std_3,Std_2,Std_1,,,,,,,
B,ppk-10,ppk-10,ppk-10,ppk-5,ppk-5,ppk-5,ppk-0,ppk-0,ppk-0,ppk-minus,ppk-minus,ppk-minus
C,ppk-10,ppk-10,ppk-10,ppk-5,ppk-5,ppk-5,ppk-0,ppk-0,ppk-0,ppk-minus,ppk-minus,ppk-minus
D,ppk-10,ppk-10,ppk-10,ppk-5,ppk-5,ppk-5,ppk-0,ppk-0,ppk-0,ppk-minus,ppk-minus,ppk-minus
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,
