,1,2,3,4,5,6,7,8,9,10,11,12
A,mod1_noDTT,mod1_noDTT,mod1_noDTT,,,,,,,,,
B,mod1_5mM,mod1_5mM,mod1_5mM,,,,,,,,,
C,mod1_20mM,mod1_20mM,mod1_20mM,,,,,,,,,
D,mod1_neg,mod1_neg,mod1_neg,,,,,,,,,
E,mod1_10x_noDTT,,,,,,,,,,,
F,mod1_10x_5mM,,,,,,,,,,,
G,mod1_10x_20mM,,,,,,,,,,,
H,mod1_10x_neg,,,,,,,,,,,
