,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,mod1,mod1
B,,,,,,,,,,,glyA,glyA
C,,,,,,,,,,,sds,sds
D,,,,,,,,,,,pyc,pyc
E,,,,,,,,,,,glyA-sds,glyA-sds
F,,,,,,,,,,,full,full
G,,,,,,,full-neg,full-neg,,,mod3-neg,mod3-neg
H,,,,,,,,,,,mod1-neg,mod1-neg
