,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,,
B,,,,,,,,,,,,
C,,,,,,,,,,,,
D,,,,,,,,,,,,
E,,,,,,,,,,,,
F,sds_amp,sds_neg,tdcB_amp,tdcB_neg,Msmeg_amp,Msmeg_neg,neg_amp,neg_neg,,,,
G,sds_amp,sds_neg,tdcB_amp,tdcB_neg,Msmeg_amp,Msmeg_neg,neg_amp,neg_neg,,,,
H,,,,,,,,,,,,
