,1,2,3,4,5,6,7,8,9,10,11,12
A,ppk_pos,ppk_pos,ppk_pos,mod-1_neg,mod-1_neg,mod-1_neg,std_1,,,,,
B,ppk_neg,ppk_neg,ppk_neg,mod-1,mod-1,mod-1,std_2,,,,,
C,blank_polyP,blank_polyP,blank_polyP,mod-1+1,mod-1+1,mod-1+1,std_3,,,,,
D,tdcb_pos,tdcb_pos,tdcb_pos,mod-1+3,mod-1+3,mod-1+3,std_4,,,,,
E,tdcb_neg,tdcb_neg,tdcb_neg,mod-3_ctrl-1,mod-3_ctrl-1,mod-3_ctrl-1,,,,,,
F,,,,mod_3_ctrl-2,mod_3_ctrl-2,mod_3_ctrl-2,,,,,,
G,,,,mod_3_ctrl-3,mod_3_ctrl-3,mod_3_ctrl-3,,,,,,
H,,,,,,,,,,,,
