,1,2,3,4,5,6,7,8,9,10,11,12
A,to_mal,to_mal,to_mal,,,,,,,,,
B,no_pathway,no_pathway,no_pathway,,,,,,,,,
C,to_mal,to_mal,to_mal,,,,,,,,,
D,no_pathway,no_pathway,no_pathway,,,,,,,,,
E,to_mal,to_mal,to_mal,,,,,,,,,
F,no_pathway,no_pathway,no_pathway,,,,,,,,,
G,to_mal,to_mal,to_mal,,,,,,,,,
H,no_pathway,no_pathway,no_pathway,,,,,,,,,
