,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,fdh,fdh,fdh,,,,,,
B,,,,fdh_thf,fdh_thf,fdh_thf,,,,,,
C,,,,fdh_ch2thf,fdh_ch2thf,fdh_ch2thf,,,,,,
D,,,,neg,neg,neg,,,,,,
E,,,,neg_thf,neg_thf,neg_thf,,,,,,
F,,,,neg_ch2thf,neg_ch2thf,neg_ch2thf,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,
