,1,2,3,4,5,6,7,8,9,10,11,12
A,rTCA_10x,rTCA_10x,rTCA_10x,rTCA_HCT_10x,rTCA_HCT_10x,rTCA_HCT_10x,Pyc_HCT_10x,Pyc_HCT_10x,Pyc_HCT_10x,Pyc_10x,Pyc_10x,Pyc_10x
B,Neg_10x,Neg_10x,Neg_10x,Neg_HCT_10x,Neg_HCT_10x,Neg_HCT_10x,Pyc_HCT_200x,Pyc_HCT_200x,Pyc_HCT_200x,Pyc_200x,Pyc_200x,Pyc_200x
C,rTCA_200x,rTCA_200x,rTCA_200x,rTCA_HCT_200x,rTCA_HCT_200x,rTCA_HCT_200x,Pyc_GS_HCT_10x,Pyc_GS_HCT_10x,Pyc_GS_HCT_10x,Pyc_GS_10x,Pyc_GS_10x,Pyc_GS_10x
D,Neg_200x,Neg_200x,Neg_200x,Neg_HCT_200x,Neg_HCT_200x,Neg_HCT_200x,Pyc_GS_HCT_200x,Pyc_GS_HCT_200x,Pyc_GS_HCT_200x,Pyc_GS_200x,Pyc_GS_200x,Pyc_GS_200x
E,rTCA_GS_10x,rTCA_GS_10x,rTCA_GS_10x,rTCA_GS_HCT_10x,rTCA_GS_HCT_10x,rTCA_GS_HCT_10x,Pyc_Neg_HCT_10x,Pyc_Neg_HCT_10x,Pyc_Neg_HCT_10x,Pyc_Neg_10x,Pyc_Neg_10x,Pyc_Neg_10x
F,rTCA_GS_200x,rTCA_GS_200x,rTCA_GS_200x,rTCA_GS_HCT_200x,rTCA_GS_HCT_200x,rTCA_GS_HCT_200x,Pyc_Neg_HCT_200x,Pyc_Neg_HCT_200x,Pyc_Neg_HCT_200x,Pyc_Neg_200x,Pyc_Neg_200x,Pyc_Neg_200x
G,sds_10x,sds_10x,sds_10x,sds_neg_10x,sds_neg_10x,sds_neg_10x,,,,,,
H,sds_200x,sds_200x,sds_200x,sds_neg_200x,sds_neg_200x,sds_neg_200x,,,,,,
