,1,2,3,4,5,6,7,8,9,10,11,12
A,ppk12-D,ppk12-D,ppk12-D,std_1,,,,,,,,
B,ppkMt-D,ppkMt-D,ppkMt-D,std_2,,,,,,,,
C,ppkPa-D,ppkPa-D,ppkPa-D,std_3,,,,,,,,
D,ppk-neg-D,ppk-neg-D,ppk-neg-D,std_4,,,,,,,,
E,ppk12-M,ppk12-M,ppk12-M,,,,,,,,,
F,ppkMt-M,ppkMt-M,ppkMt-M,,,,,,,,,
G,ppkPa-M,ppkPa-M,ppkPa-M,,,,,,,,,
H,ppk-neg-M,ppk-neg-M,ppk-neg-M,,,,,,,,,
