,1,2,3,4,5,6,7,8,9,10,11,12
A,mod1,mod1,mod1,metf_fer,metf_fer,metf_fer,accBD,accBD,accBD,,,
B,mod1_fbp,mod1_fbp,mod1_fbp,metf_dtt,metf_dtt,metf_dtt,accAD,accAD,accAD,,,
C,mod1_fer,mod1_fer,mod1_fer,metf_fad,metf_fad,metf_fad,acc_neg,acc_neg,acc_neg,,,
D,mod1_dtt,mod1_dtt,mod1_dtt,neg,neg,neg,FAS_p,FAS_p,FAS_p,,,
E,mod1_fad,mod1_fad,mod1_fad,FAS_neg,FAS_neg,FAS_neg,FAS_s,FAS_s,FAS_s,,,
F,metf,metf,metf,,,,,,,,,
G,metf_fbp,metf_fbp,metf_fbp,,,,,,,,,
H,Std_1,Std_2,Std_3,Std_4,Std_5,,,,,,,
