,1,2,3,4,5,6,7,8,9,10,11,12
A,tdcb_10,tdcb_10,tdcb_10,PLP_10,PLP_10,PLP_10,AMP_0,AMP_0,AMP_0,,,
B,tdcb_5,tdcb_5,tdcb_5,PLP_5,PLP_5,PLP_5,AMP_.1,AMP_.1,AMP_.1,,,
C,tdcb_2.5,tdcb_2.5,tdcb_2.5,PLP_1,PLP_1,PLP_1,AMP_1,AMP_1,AMP_1,,,
D,tdcb_.5,tdcb_.5,tdcb_.5,PLP_.1,PLP_.1,PLP_.1,AMP_10,AMP_10,AMP_10,,,
E,tdcb_0,tdcb_0,tdcb_0,PLP_0,PLP_0,PLP_0,pyc,pyc,pyc,,,
F,ser_0,ser_0,ser_0,kan_0,kan_0,kan_0,pyc_neg,pyc_neg,pyc_neg,,,
G,ser_.25,ser_.25,ser_.25,kan_10,kan_10,kan_10,,,,,,
H,ser_5,ser_5,ser_5,,,,,,,,,
