,1,2,3,4,5,6,7,8,9,10,11,12
A,ppk_Mt_PP,ppk_Mt_PP,ppk_Mt_PP,std_1,,,,,,,,
B,ppk_Pa_PP,ppk_Pa_PP,ppk_Pa_PP,std_2,,,,,,,,
C,ppk_neg_PP,ppk_neg_PP,ppk_neg_PP,std_3,,,,,,,,
D,ppk_Mt,ppk_Mt,ppk_Mt,std_4,,,,,,,,
E,ppk_Pa,ppk_Pa,ppk_Pa,,,,,,,,,
F,ppk_neg,ppk_neg,ppk_neg,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,
