,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,,
B,,,,,,,,,,,,
C,,,,,,,,,,,,
D,,,,,,,,,,,,
E,to_mal_200x_25ul,to_mal_200x_25ul,to_mal_200x_25ul,to_pyr_200x_25ul,to_pyr_200x_25ul,to_pyr_200x_25ul,no_pathway_200x_25ul,no_pathway_200x_25ul,no_pathway_200x_25ul,,,
F,to_mal_10x_25ul,to_mal_10x_25ul,to_mal_10x_25ul,to_pyr_10x_25ul,to_pyr_10x_25ul,to_pyr_10x_25ul,no_pathway_10x_25ul,no_pathway_10x_25ul,no_pathway_10x_25ul,,,
G,to_mal_200x_250ul,to_pyr_200x_250ul,no_pathway_200x_250ul,to_mal_10x_250ul,to_pyr_10x_250ul,no_pathway_10x_250ul,,no_TXTL,,,,
H,200x_std_1,200x_std_2,200x_std_3,200x_std_4,10x_std_1,10x_std_2,10x_std_3,,,,,
