"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_1.d"," -ESI EIC(133.0136) Scan Frag=175.0V 37_rerun_1.d "
"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_1.d" ,"1" ,3.625,3.730,4.273,40952.16,378351.79,100.00,100.00,100.00,0.648,0.134,0.00,0.00,0.548,3.625,4.273,4.273,75.65,0.00,2.18,41015.59,,99.85,  ,,,,,M,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_10.d"," -ESI EIC(133.0136) Scan Frag=175.0V 37_rerun_10.d "
"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_10.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_10.d" ,"1" ,3.782,3.870,4.319,70911.04,511072.80,100.00,100.00,100.00,0.537,0.120,0.00,0.00,3.771,3.782,4.319,4.319,54.28,0.00,1.46,70956.40,,99.94,  ,,,,,M,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_11.d"," -ESI EIC(133.0136) Scan Frag=175.0V 37_rerun_11.d "
"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_11.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_11.d" ,"1" ,3.784,3.882,4.292,56085.58,447497.07,100.00,100.00,100.00,0.508,0.124,0.00,1332.52,1.321,3.782,4.292,4.292,261.98,-1152.94,1.26,56074.62,,100.02,  ,,,,,M,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_12.d"," -ESI EIC(133.0136) Scan Frag=175.0V 37_rerun_12.d "
"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_12.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_12.d" ,"1" ,3.780,3.863,4.317,66024.99,503237.79,100.00,100.00,100.00,0.537,0.124,0.00,0.00,1.307,3.779,4.317,4.317,58.12,0.00,2.00,66074.16,,99.93,  ,,,,,M,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_13.d"," -ESI EIC(133.0136) Scan Frag=175.0V 37_rerun_13.d "
"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_13.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_13.d" ,"1" ,3.797,3.880,4.274,92752.30,655567.16,100.00,100.00,100.00,0.477,0.124,0.00,524.36,1.330,3.791,4.274,4.274,60.37,524.36,1.31,92893.55,,99.85,  ,,,,,M,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_14.d"," -ESI EIC(133.0136) Scan Frag=175.0V 37_rerun_14.d "
"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_14.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI,
"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_14.d" ,"1" ,3.789,3.878,4.194,99459.79,695758.45,100.00,100.00,100.00,0.404,0.128,0.00,2689.96,0.557,3.789,4.194,4.194,49.09,2689.96,1.43,100086.74,,99.37,  ,,,,,M,,,,,,,,

"D:\Projects\Marchand\Data\Carothers\230117\37_rerun_15.d"," -ESI EIC(133.0136) Scan Frag=175.0V 37_rerun_15.d "
