,time,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35
10,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0740183577333492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.26,0.0,0.0,0.0,0.0,1.84593946646521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081605134748088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.00521797797238752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163222782840057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123347152671312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0725417794130114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0993975600277177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131774066927971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0642611462534897,0.255825501425478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256315588568425,0.0,0.0
25,0.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192783438760469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0829957830401886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.565,0.0,0.0,0.0,0.0,12.5615932825109,0.0,0.0,0.0,0.11085896674845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67488648492863,0.0,0.0,0.0,0.0,0.0,36.6556415502191,0.0,0.0,0.0,0.0
33,0.57,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.8153357713189,0.0,0.0,13.7137756008974,0.0,0.0,7.99449160130933,0.0,0.0,5.92448588493296,0.0,0.0,0.0,0.0,0.0,5.05565778582429,0.0,10.4805797186009,1.95231525667547,0.0,0.0,0.0,0.0,0.0,27.4592667394627,0.0
34,0.576,0.0,40.0787086117493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.6218707698926,0.0,0.0,10.0655125944645,3.09845123001608,0.0,4.87320752193853,0.0,0.0,4.80182392277701,0.0,0.0,4.08938692615081,0.0,0.0,2.64030186259952,0.0,0.0,2.10148065308232,0.0,0.0,32.6031819270242,0.0,0.0,0.0,0.0
35,0.582,0.0,17.7097873821753,0.0,0.0,47.3787486819815,0.0,0.0,0.0,0.0964615588863323,0.0,30.7428479172451,0.0,0.0,0.0,2.62724397512072,0.0,5.35314214224797,0.0,0.0,3.85266849020769,0.0,0.0,7.16017816855445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7195543920746,0.0,0.0,45.1079934830239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27527776688916,0.0,0.0,6.46475928942435,0.0,0.0,3.46074411393988,0.0,0.0,0.0,0.0,0.0,24.2188860198069,0.0,54.87371560609,37.5627347962892,0.0
37,0.593,0.0,0.0,0.0,0.0,0.0,1.72433991765855,0.0,23.6207219356578,0.0,0.0,30.6072817077027,0.0,0.0,0.0,3.71035164321899,0.0,0.0,0.0,0.0,6.72264839008964,0.0,0.0,5.3104543097579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0392318173098,0.0,0.0,0.0,0.0
38,0.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3849777430071,0.0,0.0,22.3393367248407,0.0,0.0,4.11839224001947,0.0,0.0,0.0,0.0,0.0,3.46084739282908,0.0,0.0,0.0,0.0,0.0,3.39743167435492,0.0,0.0,1.49620023825151,0.0,48.7055508079221,0.0,15.2838784825153,0.0,33.6802592022074,0.0
39,0.604,0.0,42.4131544468855,0.0,1.07377420812142,45.8472671367944,0.0,0.0,29.8036848830861,0.0896372763245979,0.0,0.0,0.0,0.0,7.53605374647084,0.0,0.0,0.0,0.0,0.0,4.70656007507791,0.0,0.0,4.21341338247174,0.0,0.0,5.66878457204341,0.0,0.0,2.95429920009797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.609,0.0,0.0,0.0,0.0,34.3977930447681,0.0,0.0,76.2675118620041,0.0,0.0,56.501901893182,0.0,0.0,0.0,0.0,0.0,3.43937225990301,0.0,0.0,7.36423328982873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84605868179832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.615,0.0,0.0,0.0,0.0,51.3468387760856,0.0,0.0,39.5885427320384,0.0,0.0,27.6415904056045,0.0,0.0,8.37120820862179,0.0,0.0,4.61452057128927,0.0,0.0,0.0,0.0,0.0,5.11577504357188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.62,0.0,25.3709436714047,0.0,0.0,0.0,0.0,0.0,43.1462777374045,0.0,0.0,0.0,0.0,0.0,5.81150080632117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49042421387983,0.0,0.0,5.40872008702864,0.0,0.0,3.38572993878194,0.0,0.0,23.9162160582081,0.0,0.0,0.0,0.0
43,0.626,0.0,19.0496254659889,0.0,0.0,22.2213244315226,0.0,0.0,23.1119117894233,0.0,0.0,44.3385656180117,0.0,0.0,4.93601527205933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.98615676274662,0.0,0.0,2.13195017178782,0.0,0.0,0.0,0.0,0.0,41.4738934157836,0.0,0.0,18.1378600904274,0.0
44,0.631,0.0,45.48675478375,0.0,0.0,28.613565837381,0.0,0.0,0.0,0.0,0.0,17.6766507440852,0.0,0.0,6.03497818448821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73513382771611,0.0,0.0,0.0,0.0,0.0,69.8303137957254,0.0,0.0,15.6464183145558,48.3668764655114
45,0.637,0.0,18.7664778000815,0.0,0.0,18.2779535219242,0.0,0.0,0.0,0.0,0.0,34.1255732100925,0.0,0.0,6.80954645835235,0.0,0.0,0.0,0.0,0.0,3.34622202436431,0.0,0.0,3.47118033944495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.643,0.0,57.6102977913717,0.0,0.0,22.8445825026631,0.0,0.0,38.264419580156,0.0,0.0,0.0,0.0,0.0,6.28837982691719,0.0,0.0,4.26592964286926,0.0,0.0,3.64548490590231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8278098060056,0.0,0.0,19.44651699885,0.0
47,0.648,0.0,44.5815290617664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8680683015559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51747754056212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.3741314508395,30.8107194752007,11.9359110507642,0.0,0.0,0.0
48,0.654,0.0,22.0447693282277,0.0,0.0,0.0,0.0,0.0,44.4066495508127,0.0,0.0,57.2119617510898,0.0,0.0,9.61405180793702,0.0,0.0,6.98206249768248,0.0,0.0,5.54231916682744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47256205153324,0.0,0.0,27.6921361093102,0.0,0.0,15.5790054668941,0.0
49,0.659,0.0,27.6602836856359,0.0,0.0,0.0,0.0,0.0,25.9387986137516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.44626895139244,0.0,5.2270897773486,3.1831354796837,0.0,0.0,5.8900334781612,0.0,0.0,0.0,0.0,0.0,3.8578847558393,0.0,0.0,30.4381521073983,0.0,0.0,23.9391548031021,0.0
50,0.665,0.0,0.0,0.0,0.0,50.5081704002825,0.0,0.0,34.1710720183952,0.0,1.58516330009051,30.8797179599921,0.0,0.0,4.644607136623,0.0,0.0,7.05613633799572,0.0,0.0,3.26627213415695,0.0,0.0,6.63856285242354,0.0,0.0,0.0,0.0,0.0,4.11905771560467,0.0,0.0,0.0,0.0,0.0,55.1310525497156,0.0
51,0.67,0.0,17.1666840180386,0.0,1.31459623618087,25.6411289674441,0.0,0.0,33.5598139524705,0.0,0.0,0.0,0.0,0.0,4.68912395246308,2.66879365286559,0.0,4.03029855962711,0.0,0.0,5.18480310526988,0.0,0.0,0.0,0.0,0.0,2.95751611575744,0.0,0.0,1.72343583525456,0.0,0.0,25.4550836195803,0.0,0.0,23.6443651917185,0.0
52,0.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7713855219976,0.0,0.0,34.790726862476,0.0,0.0,10.4327300337422,0.0,0.0,4.18200881012435,0.0,0.0,2.64211500138968,0.0,0.0,3.068782534469,0.0,0.0,2.2341154848278,0.0,0.0,0.0,0.0,92.3196588250684,28.4107086928049,0.0,0.0,0.0,0.0
53,0.681,0.0,21.415667452281,0.0,0.0,32.8060683457285,0.0,0.0,0.0,0.0,1.58893835826784,21.303284094265,0.0,0.0,0.0,0.0,0.0,8.43428875622377,0.0,0.0,5.85143566958636,0.0,0.0,2.89940252861692,0.0,0.0,0.0,0.0,0.0,4.75560506699941,0.0,0.0,30.7051360145558,0.0,0.0,20.1447178110808,0.0
54,0.687,0.0,0.0,0.0,0.0,21.0457341717977,0.0,0.0,35.4411800314496,0.0,0.0,0.0,0.0,0.0,3.58672471658651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73253692951117,0.0,0.0,3.62323452922761,0.0,0.0,1.71659760557566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.692,0.0,22.2299007207171,0.0,0.859790641110484,26.8932878588469,0.0,0.0,0.0,0.0,0.0,33.8930123543367,0.0,0.0,8.2965454302328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71253375974141,0.0,0.0,0.0,0.0,0.0,1.8567341628514,0.0,0.0,53.5283348293324,0.0,0.0,0.0,0.0
56,0.698,0.0,0.0,0.0,0.0,42.2352504734651,0.0,0.0,0.0,0.0,0.0,29.3428473819232,0.0,0.0,7.3603971392013,0.0,0.0,3.985674228552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59999940285734,0.0,0.0,70.6678107208755,0.0,0.0,0.0,0.0
57,0.703,0.0,27.8800031790192,0.0,1.27656011399202,15.1368087810715,0.0,0.0,54.0582526652213,0.129703295461625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36309288065899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8784465746464,0.0,0.0,0.0,3.23270014624108,0.0,0.0,22.7174446912104,0.0,0.0,21.3014575781669,0.0
58,0.709,0.0,0.0,0.0,0.0,36.9193151095884,0.0,0.0,32.6715605000455,0.0,1.94712938040908,45.5369688015222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96074272439248,0.0,0.0,0.0,0.0,0.0,2.64017476179498,0.0,0.0,3.77438991363803,0.0,0.0,0.0,18.186816006712,0.0,0.0,0.0
59,0.715,0.0,0.0,0.0,0.0,56.5064746837544,0.0,0.0,38.276513844805,0.0,0.0,40.6832661869372,0.0,0.0,3.45346728113625,0.0,0.0,0.0,0.0,0.0,5.3621048249965,0.0,0.0,5.29645623659007,0.0,0.0,4.9449582939477,0.0,0.0,1.75696213678167,0.0,0.0,34.2865863961639,0.0,0.0,22.7911724008216,0.0
60,0.72,0.0,0.0,0.0,0.0,43.2652277612591,0.0,0.0,0.0,0.0,0.0,16.0911926087298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88570045853394,0.0,0.0,5.00021923742764,0.0,0.0,0.0,0.0,0.0,2.5696861283591,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.726,0.0,36.2636787294334,0.0,0.0,35.6731069243311,0.0,0.0,36.8458218583457,0.0,0.0,39.7528483787574,0.0,0.0,4.62246433209863,0.0,0.0,7.9082922031149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.691824301116,0.0,0.0,54.7234595527126,0.0,0.0,32.3637002688926,0.0
62,0.731,0.0,0.0,0.0,0.0,47.3526925133244,0.0,0.0,26.9040602384042,0.0,1.40540570930129,27.6415518786513,0.0,0.0,6.70764381662959,0.0,0.0,4.72468114876385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.737,0.0,0.0,0.0,0.0,24.1372321093118,0.0,0.0,21.7137717378893,0.0,0.0,32.4626688017899,0.0,0.0,9.15466393142026,0.0,0.0,5.96404077572013,0.0,0.0,6.52889297513626,0.0,0.0,3.76937997430713,0.0,0.0,0.0,0.0,0.0,1.65969369440896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7053014953081,0.0,0.0,3.46934298036164,0.0,0.0,5.3208048557852,0.0,0.0,6.23434917602976,0.0,0.0,4.31292069346301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7071260900839,0.0,0.0,0.0,0.0
65,0.748,0.0,0.0,0.0,0.0,29.5670683828335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09031562829795,0.0,0.0,6.10088389207578,0.0,0.0,5.62453893937401,0.0,0.0,3.08847613202553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6631031081773,0.0,0.0,0.0,0.0
66,0.753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9165869078407,0.0,0.0,38.994463555165,0.0,0.0,9.62836060572576,0.0,0.0,0.0,0.0,0.0,5.1094010970055,0.0,0.0,3.74626831500007,0.0,0.0,4.25858584359608,0.0,0.0,0.0,0.0,0.0,50.7700544394298,0.0,0.0,16.4588070052251,0.0
67,0.759,0.0,0.0,0.0,0.0,29.3555657523548,0.0,0.0,0.0,0.0,0.0,25.425627529041,0.0,0.0,0.0,0.0,0.0,7.27100984285048,0.0,0.0,4.57083313950289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05791745570799,0.0,0.0,100.0,0.0,0.0,0.0,0.0
68,0.764,0.0,53.5688441244149,0.0,0.0,34.1399278599405,0.0,0.0,20.598672938765,0.117840366808635,0.0,31.6298296273243,0.0,0.0,0.0,0.0,0.0,11.1099113701649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3263454255588,0.0
69,0.77,0.0,0.0,0.0,0.0,22.8489765236099,0.0,0.0,0.0,0.0,0.0,23.5601119017383,0.0,0.0,3.91628547572949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95634898972471,0.0,0.0,0.0,0.0,7.56286137395947,2.49871845614904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.775,0.0,27.5730070593747,0.0,0.0,38.4743779005233,0.0,0.0,24.4933630221569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.18658941207193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43677022278104,0.0,0.0,0.0,0.0,0.0,48.1071089829493,0.0,0.0,0.0,0.0
71,0.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4685529363051,0.11322897435215,0.0,18.5968832424868,0.0,0.0,0.0,0.0,0.0,4.69202927135609,0.0,0.0,0.0,0.0,0.0,2.81017223146213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6807511128973,0.0,0.0,40.6447482085454,0.0
72,0.787,0.0,18.3952680484865,0.0,0.0,20.114160419771,0.0,0.0,22.1806230174904,0.0,0.0,19.5775361421348,0.0,0.0,0.0,0.0,0.0,3.34057319850827,0.0,0.0,5.05912239146538,0.0,0.0,0.0,0.0,0.0,2.12660132023946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1440755604648,0.0
73,0.792,0.0,0.0,0.0,0.0,31.6103951569326,0.0,0.0,0.0,0.0,0.0,19.0756110516715,0.0,0.0,0.0,0.0,0.0,6.39998542428161,0.0,0.0,5.33284134838922,0.0,0.0,3.09074861388153,0.0,0.0,2.81653852657103,0.0,0.0,0.0,0.0,0.0,21.5203230657852,0.0,0.0,34.4952687420985,0.0
74,0.798,0.0,20.6426498891294,0.0,0.0,23.3047209961944,0.0,0.0,37.9333457340704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04881997824096,0.0,0.0,3.35832744856252,0.0,0.0,3.46853450646027,0.0,0.0,2.31412184998612,0.0,0.0,2.233885053906,0.0,0.0,49.9794912762949,0.0,0.0,58.2364759574478,0.0
75,0.803,0.0,0.0,0.0,1.40502347358591,23.1365069831884,0.0,0.0,26.6583047807374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.20689975850461,0.0,0.0,2.88860293405759,0.0,0.0,7.2809090073527,0.0,0.0,0.0,0.0,0.0,2.89350986664711,0.0,0.0,0.0,0.0,0.0,38.2327642208595,0.0
76,0.809,0.0,38.7094901624693,0.0,0.0,29.9105474980144,0.0,0.0,34.832870179986,0.0,0.0,42.5400057798541,0.0,0.0,6.61706730499759,0.0,0.0,5.04224295651584,0.0,0.0,0.0,0.0,0.0,7.4443259793081,0.0,0.0,0.0,0.0,0.0,3.09549862926322,0.0,0.0,81.0647650908032,0.0,0.0,0.0,0.0
77,0.814,0.0,26.0541423224594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2423902575961,0.0,0.0,7.49690523203954,0.0,0.0,3.82676857309437,0.0,0.0,0.0,0.0,0.0,10.4985507252152,0.0,0.0,2.35751194110497,0.0,0.0,0.0,0.0,0.0,31.9094677837415,0.0,0.0,0.0,0.0
78,0.82,0.0,0.0,0.0,0.0,22.1515646545255,0.0,0.0,36.9674660988264,0.0,0.0,19.6159921246041,0.0,0.0,8.88640600152777,0.0,0.0,9.53196460960348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28494815561306,0.0,0.0,2.4216805343939,0.0,0.0,0.0,19.8354195047263,0.0,24.0406880371809,0.0
79,0.825,0.0,22.7115476943512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22720601305808,0.0,0.0,4.11501819696588,0.0,0.0,4.71898207259326,0.0,0.0,0.0,0.0,0.0,4.41085042142754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.831,0.0,33.0629757200083,0.0,0.0,30.4113025185026,0.0,0.0,26.7108103527108,0.0,0.0,0.0,0.0,0.0,3.97063383490194,0.0,0.0,4.6332392256053,0.0,0.0,2.50915974268921,0.0,0.0,2.93820987767465,0.0,0.0,0.0,0.0,0.0,3.03088989563965,0.0,0.0,20.9267384629531,0.0,0.0,0.0,0.0
