,time,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35
43,0.626,0.0,169.0496254659889,300.0,450.0,622.2213244315226,750.0,900.0,1073.1119117894234,1200.0,1350.0,1544.3385656180117,1650.0,1800.0,1954.9360152720594,2100.0,2250.0,2400.0,2550.0,2700.0,2850.0,3000.0,3150.0,3305.9861567627468,3450.0,3600.0,3752.1319501717876,3900.0,4050.0,4200.0,4350.0,4500.0,4691.473893415784,4800.0,4950.0,5118.137860090427,5250.0
44,0.631,0.0,195.48675478375,300.0,450.0,628.613565837381,750.0,900.0,1050.0,1200.0,1350.0,1517.6766507440852,1650.0,1800.0,1956.0349781844882,2100.0,2250.0,2400.0,2550.0,2700.0,2850.0,3000.0,3150.0,3300.0,3450.0,3600.0,3753.7351338277163,3900.0,4050.0,4200.0,4350.0,4500.0,4719.8303137957255,4800.0,4950.0,5115.646418314555,5298.366876465511
45,0.637,0.0,168.7664778000815,300.0,450.0,618.2779535219242,750.0,900.0,1050.0,1200.0,1350.0,1534.1255732100924,1650.0,1800.0,1956.8095464583523,2100.0,2250.0,2400.0,2550.0,2700.0,2853.346222024364,3000.0,3150.0,3303.471180339445,3450.0,3600.0,3750.0,3900.0,4050.0,4200.0,4350.0,4500.0,4650.0,4800.0,4950.0,5100.0,5250.0
46,0.643,0.0,207.6102977913717,300.0,450.0,622.8445825026631,750.0,900.0,1088.264419580156,1200.0,1350.0,1500.0,1650.0,1800.0,1956.2883798269172,2100.0,2250.0,2404.265929642869,2550.0,2700.0,2853.6454849059023,3000.0,3150.0,3300.0,3450.0,3600.0,3750.0,3900.0,4050.0,4200.0,4350.0,4500.0,4686.8278098060055,4800.0,4950.0,5119.44651699885,5250.0
47,0.648,0.0,194.5815290617664,300.0,450.0,600.0,750.0,900.0,1050.0,1200.0,1350.0,1539.868068301556,1650.0,1800.0,1950.0,2100.0,2250.0,2400.0,2550.0,2700.0,2852.517477540562,3000.0,3150.0,3300.0,3450.0,3600.0,3750.0,3900.0,4050.0,4200.0,4350.0,4547.37413145084,4680.810719475201,4811.935911050764,4950.0,5100.0,5250.0
48,0.654,0.0,172.0447693282277,300.0,450.0,600.0,750.0,900.0,1094.4066495508127,1200.0,1350.0,1557.2119617510898,1650.0,1800.0,1959.6140518079371,2100.0,2250.0,2406.9820624976824,2550.0,2700.0,2855.5423191668274,3000.0,3150.0,3300.0,3450.0,3600.0,3750.0,3900.0,4050.0,4203.472562051533,4350.0,4500.0,4677.69213610931,4800.0,4950.0,5115.579005466894,5250.0
49,0.659,0.0,177.6602836856359,300.0,450.0,600.0,750.0,900.0,1075.9387986137517,1200.0,1350.0,1500.0,1650.0,1800.0,1950.0,2100.0,2250.0,2405.4462689513925,2550.0,2705.2270897773487,2853.1831354796836,3000.0,3150.0,3305.890033478161,3450.0,3600.0,3750.0,3900.0,4050.0,4203.857884755839,4350.0,4500.0,4680.438152107398,4800.0,4950.0,5123.939154803102,5250.0
50,0.665,0.0,150.0,300.0,450.0,650.5081704002826,750.0,900.0,1084.1710720183953,1200.0,1351.5851633000905,1530.8797179599921,1650.0,1800.0,1954.644607136623,2100.0,2250.0,2407.0561363379957,2550.0,2700.0,2853.266272134157,3000.0,3150.0,3306.6385628524235,3450.0,3600.0,3750.0,3900.0,4050.0,4204.119057715605,4350.0,4500.0,4650.0,4800.0,4950.0,5155.131052549716,5250.0
51,0.67,0.0,167.1666840180386,300.0,451.3145962361809,625.641128967444,750.0,900.0,1083.5598139524704,1200.0,1350.0,1500.0,1650.0,1800.0,1954.689123952463,2102.6687936528656,2250.0,2404.030298559627,2550.0,2700.0,2855.18480310527,3000.0,3150.0,3300.0,3450.0,3600.0,3752.9575161157572,3900.0,4050.0,4201.723435835254,4350.0,4500.0,4675.45508361958,4800.0,4950.0,5123.644365191719,5250.0
52,0.676,0.0,150.0,300.0,450.0,600.0,750.0,900.0,1076.7713855219977,1200.0,1350.0,1534.790726862476,1650.0,1800.0,1960.4327300337422,2100.0,2250.0,2404.1820088101244,2550.0,2700.0,2852.64211500139,3000.0,3150.0,3303.068782534469,3450.0,3600.0,3752.2341154848277,3900.0,4050.0,4200.0,4350.0,4592.3196588250685,4678.410708692805,4800.0,4950.0,5100.0,5250.0
53,0.681,0.0,171.415667452281,300.0,450.0,632.8060683457285,750.0,900.0,1050.0,1200.0,1351.5889383582678,1521.303284094265,1650.0,1800.0,1950.0,2100.0,2250.0,2408.434288756224,2550.0,2700.0,2855.8514356695864,3000.0,3150.0,3302.899402528617,3450.0,3600.0,3750.0,3900.0,4050.0,4204.755605066999,4350.0,4500.0,4680.705136014556,4800.0,4950.0,5120.144717811081,5250.0
54,0.687,0.0,150.0,300.0,450.0,621.0457341717977,750.0,900.0,1085.4411800314497,1200.0,1350.0,1500.0,1650.0,1800.0,1953.5867247165866,2100.0,2250.0,2400.0,2550.0,2700.0,2850.0,3000.0,3150.0,3306.7325369295113,3450.0,3600.0,3753.623234529228,3900.0,4050.0,4201.716597605576,4350.0,4500.0,4650.0,4800.0,4950.0,5100.0,5250.0
55,0.692,0.0,172.2299007207171,300.0,450.85979064111046,626.8932878588469,750.0,900.0,1050.0,1200.0,1350.0,1533.8930123543366,1650.0,1800.0,1958.2965454302328,2100.0,2250.0,2400.0,2550.0,2700.0,2850.0,3000.0,3150.0,3305.7125337597413,3450.0,3600.0,3750.0,3900.0,4050.0,4201.856734162851,4350.0,4500.0,4703.528334829332,4800.0,4950.0,5100.0,5250.0
56,0.698,0.0,150.0,300.0,450.0,642.2352504734652,750.0,900.0,1050.0,1200.0,1350.0,1529.342847381923,1650.0,1800.0,1957.3603971392013,2100.0,2250.0,2403.985674228552,2550.0,2700.0,2850.0,3000.0,3150.0,3300.0,3450.0,3600.0,3750.0,3900.0,4050.0,4201.599999402857,4350.0,4500.0,4720.667810720875,4800.0,4950.0,5100.0,5250.0
57,0.703,0.0,177.8800031790192,300.0,451.27656011399205,615.1368087810715,750.0,900.0,1104.0582526652213,1200.1297032954617,1350.0,1500.0,1650.0,1800.0,1950.0,2100.0,2250.0,2404.3630928806588,2550.0,2700.0,2850.0,3000.0,3150.0,3300.0,3450.0,3616.878446574646,3750.0,3900.0,4050.0,4203.232700146241,4350.0,4500.0,4672.71744469121,4800.0,4950.0,5121.301457578167,5250.0
58,0.709,0.0,150.0,300.0,450.0,636.9193151095884,750.0,900.0,1082.6715605000454,1200.0,1351.947129380409,1545.536968801522,1650.0,1800.0,1950.0,2100.0,2250.0,2400.0,2550.0,2700.0,2852.9607427243923,3000.0,3150.0,3300.0,3450.0,3600.0,3752.640174761795,3900.0,4050.0,4203.774389913638,4350.0,4500.0,4650.0,4818.186816006712,4950.0,5100.0,5250.0
59,0.715,0.0,150.0,300.0,450.0,656.5064746837544,750.0,900.0,1088.276513844805,1200.0,1350.0,1540.683266186937,1650.0,1800.0,1953.4534672811362,2100.0,2250.0,2400.0,2550.0,2700.0,2855.3621048249965,3000.0,3150.0,3305.29645623659,3450.0,3600.0,3754.944958293948,3900.0,4050.0,4201.756962136782,4350.0,4500.0,4684.286586396164,4800.0,4950.0,5122.791172400822,5250.0
60,0.72,0.0,150.0,300.0,450.0,643.2652277612591,750.0,900.0,1050.0,1200.0,1350.0,1516.09119260873,1650.0,1800.0,1950.0,2100.0,2250.0,2400.0,2550.0,2700.0,2852.885700458534,3000.0,3150.0,3305.0002192374277,3450.0,3600.0,3750.0,3900.0,4050.0,4202.5696861283595,4350.0,4500.0,4650.0,4800.0,4950.0,5100.0,5250.0
61,0.726,0.0,186.2636787294334,300.0,450.0,635.6731069243311,750.0,900.0,1086.8458218583457,1200.0,1350.0,1539.7528483787573,1650.0,1800.0,1954.6224643320986,2100.0,2250.0,2407.908292203115,2550.0,2700.0,2850.0,3000.0,3150.0,3300.0,3450.0,3600.0,3750.0,3900.0,4050.0,4202.691824301116,4350.0,4500.0,4704.7234595527125,4800.0,4950.0,5132.363700268893,5250.0
62,0.731,0.0,150.0,300.0,450.0,647.3526925133244,750.0,900.0,1076.904060238404,1200.0,1351.4054057093012,1527.6415518786514,1650.0,1800.0,1956.7076438166296,2100.0,2250.0,2404.724681148764,2550.0,2700.0,2850.0,3000.0,3150.0,3300.0,3450.0,3600.0,3750.0,3900.0,4050.0,4200.0,4350.0,4500.0,4650.0,4800.0,4950.0,5100.0,5250.0
63,0.737,0.0,150.0,300.0,450.0,624.1372321093118,750.0,900.0,1071.7137717378894,1200.0,1350.0,1532.46266880179,1650.0,1800.0,1959.1546639314201,2100.0,2250.0,2405.96404077572,2550.0,2700.0,2856.5288929751364,3000.0,3150.0,3303.769379974307,3450.0,3600.0,3750.0,3900.0,4050.0,4201.659693694409,4350.0,4500.0,4650.0,4800.0,4950.0,5100.0,5250.0
64,0.742,0.0,150.0,300.0,450.0,600.0,750.0,900.0,1050.0,1200.0,1350.0,1536.705301495308,1650.0,1800.0,1953.4693429803617,2100.0,2250.0,2405.3208048557854,2550.0,2700.0,2856.23434917603,3000.0,3150.0,3304.312920693463,3450.0,3600.0,3750.0,3900.0,4050.0,4200.0,4350.0,4500.0,4684.707126090084,4800.0,4950.0,5100.0,5250.0
65,0.748,0.0,150.0,300.0,450.0,629.5670683828336,750.0,900.0,1050.0,1200.0,1350.0,1500.0,1650.0,1800.0,1954.090315628298,2100.0,2250.0,2406.1008838920757,2550.0,2700.0,2855.624538939374,3000.0,3150.0,3303.0884761320253,3450.0,3600.0,3750.0,3900.0,4050.0,4200.0,4350.0,4500.0,4678.663103108177,4800.0,4950.0,5100.0,5250.0
66,0.753,0.0,150.0,300.0,450.0,600.0,750.0,900.0,1073.9165869078406,1200.0,1350.0,1538.994463555165,1650.0,1800.0,1959.6283606057257,2100.0,2250.0,2400.0,2550.0,2700.0,2855.1094010970055,3000.0,3150.0,3303.746268315,3450.0,3600.0,3754.258585843596,3900.0,4050.0,4200.0,4350.0,4500.0,4700.77005443943,4800.0,4950.0,5116.458807005225,5250.0
67,0.759,0.0,150.0,300.0,450.0,629.3555657523548,750.0,900.0,1050.0,1200.0,1350.0,1525.425627529041,1650.0,1800.0,1950.0,2100.0,2250.0,2407.2710098428506,2550.0,2700.0,2854.570833139503,3000.0,3150.0,3300.0,3450.0,3600.0,3750.0,3900.0,4050.0,4204.057917455708,4350.0,4500.0,4750.0,4800.0,4950.0,5100.0,5250.0
68,0.764,0.0,203.5688441244149,300.0,450.0,634.1399278599405,750.0,900.0,1070.598672938765,1200.1178403668087,1350.0,1531.6298296273244,1650.0,1800.0,1950.0,2100.0,2250.0,2411.109911370165,2550.0,2700.0,2850.0,3000.0,3150.0,3300.0,3450.0,3600.0,3750.0,3900.0,4050.0,4200.0,4350.0,4500.0,4650.0,4800.0,4950.0,5123.326345425558,5250.0
69,0.77,0.0,150.0,300.0,450.0,622.8489765236098,750.0,900.0,1050.0,1200.0,1350.0,1523.5601119017383,1650.0,1800.0,1953.9162854757294,2100.0,2250.0,2400.0,2550.0,2700.0,2850.0,3000.0,3150.0,3303.9563489897246,3450.0,3600.0,3750.0,3900.0,4057.5628613739595,4202.498718456149,4350.0,4500.0,4650.0,4800.0,4950.0,5100.0,5250.0
70,0.775,0.0,177.5730070593747,300.0,450.0,638.4743779005233,750.0,900.0,1074.493363022157,1200.0,1350.0,1500.0,1650.0,1800.0,1950.0,2100.0,2250.0,2405.186589412072,2550.0,2700.0,2850.0,3000.0,3150.0,3300.0,3450.0,3600.0,3752.436770222781,3900.0,4050.0,4200.0,4350.0,4500.0,4698.107108982949,4800.0,4950.0,5100.0,5250.0
71,0.781,0.0,150.0,300.0,450.0,600.0,750.0,900.0,1084.468552936305,1200.113228974352,1350.0,1518.596883242487,1650.0,1800.0,1950.0,2100.0,2250.0,2404.692029271356,2550.0,2700.0,2850.0,3000.0,3150.0,3302.8101722314623,3450.0,3600.0,3750.0,3900.0,4050.0,4200.0,4350.0,4500.0,4688.680751112897,4800.0,4950.0,5140.644748208545,5250.0
72,0.787,0.0,168.3952680484865,300.0,450.0,620.114160419771,750.0,900.0,1072.1806230174905,1200.0,1350.0,1519.5775361421347,1650.0,1800.0,1950.0,2100.0,2250.0,2403.340573198508,2550.0,2700.0,2855.0591223914653,3000.0,3150.0,3300.0,3450.0,3600.0,3752.1266013202394,3900.0,4050.0,4200.0,4350.0,4500.0,4650.0,4800.0,4950.0,5118.144075560464,5250.0
73,0.792,0.0,150.0,300.0,450.0,631.6103951569326,750.0,900.0,1050.0,1200.0,1350.0,1519.0756110516716,1650.0,1800.0,1950.0,2100.0,2250.0,2406.3999854242816,2550.0,2700.0,2855.332841348389,3000.0,3150.0,3303.0907486138817,3450.0,3600.0,3752.816538526571,3900.0,4050.0,4200.0,4350.0,4500.0,4671.520323065785,4800.0,4950.0,5134.495268742098,5250.0
74,0.798,0.0,170.64264988912942,300.0,450.0,623.3047209961944,750.0,900.0,1087.9333457340704,1200.0,1350.0,1500.0,1650.0,1800.0,1950.0,2100.0,2250.0,2409.0488199782408,2550.0,2700.0,2853.3583274485627,3000.0,3150.0,3303.4685345064604,3450.0,3600.0,3752.314121849986,3900.0,4050.0,4202.233885053906,4350.0,4500.0,4699.9794912762945,4800.0,4950.0,5158.2364759574475,5250.0
75,0.803,0.0,150.0,300.0,451.4050234735859,623.1365069831884,750.0,900.0,1076.6583047807374,1200.0,1350.0,1500.0,1650.0,1800.0,1950.0,2100.0,2250.0,2405.2068997585047,2550.0,2700.0,2852.8886029340574,3000.0,3150.0,3307.280909007353,3450.0,3600.0,3750.0,3900.0,4050.0,4202.893509866647,4350.0,4500.0,4650.0,4800.0,4950.0,5138.232764220859,5250.0
76,0.809,0.0,188.7094901624693,300.0,450.0,629.9105474980144,750.0,900.0,1084.832870179986,1200.0,1350.0,1542.540005779854,1650.0,1800.0,1956.6170673049976,2100.0,2250.0,2405.042242956516,2550.0,2700.0,2850.0,3000.0,3150.0,3307.444325979308,3450.0,3600.0,3750.0,3900.0,4050.0,4203.095498629264,4350.0,4500.0,4731.064765090803,4800.0,4950.0,5100.0,5250.0
77,0.814,0.0,176.0541423224594,300.0,450.0,600.0,750.0,900.0,1050.0,1200.0,1350.0,1523.242390257596,1650.0,1800.0,1957.4969052320396,2100.0,2250.0,2403.8267685730943,2550.0,2700.0,2850.0,3000.0,3150.0,3310.4985507252154,3450.0,3600.0,3752.357511941105,3900.0,4050.0,4200.0,4350.0,4500.0,4681.909467783741,4800.0,4950.0,5100.0,5250.0
78,0.82,0.0,150.0,300.0,450.0,622.1515646545255,750.0,900.0,1086.9674660988264,1200.0,1350.0,1519.6159921246042,1650.0,1800.0,1958.8864060015278,2100.0,2250.0,2409.5319646096036,2550.0,2700.0,2850.0,3000.0,3150.0,3300.0,3450.0,3600.0,3752.284948155613,3900.0,4050.0,4202.421680534394,4350.0,4500.0,4650.0,4819.835419504726,4950.0,5124.040688037181,5250.0
79,0.825,0.0,172.7115476943512,300.0,450.0,600.0,750.0,900.0,1050.0,1200.0,1350.0,1500.0,1650.0,1800.0,1957.227206013058,2100.0,2250.0,2404.115018196966,2550.0,2700.0,2854.7189820725935,3000.0,3150.0,3300.0,3450.0,3600.0,3754.4108504214273,3900.0,4050.0,4200.0,4350.0,4500.0,4650.0,4800.0,4950.0,5100.0,5250.0
80,0.831,0.0,183.0629757200083,300.0,450.0,630.4113025185026,750.0,900.0,1076.7108103527107,1200.0,1350.0,1500.0,1650.0,1800.0,1953.970633834902,2100.0,2250.0,2404.6332392256054,2550.0,2700.0,2852.509159742689,3000.0,3150.0,3302.9382098776746,3450.0,3600.0,3750.0,3900.0,4050.0,4203.03088989564,4350.0,4500.0,4670.926738462953,4800.0,4950.0,5100.0,5250.0
81,0.836,0.0,171.784419738363,300.0,450.0,600.0,750.0,900.0,1089.113725701166,1200.0,1350.0,1545.6345190469551,1650.0,1800.0,1950.0,2100.0,2250.0,2409.767538001403,2550.0,2700.0,2850.0,3000.0,3150.0,3303.2030015388623,3450.0,3600.0,3750.0,3900.0,4050.0,4200.0,4350.0,4500.0,4650.0,4800.0,4950.0,5129.092908951391,5250.0
82,0.842,0.0,150.0,300.0,450.0,641.1092243944626,750.0,900.0,1074.7607387192045,1200.098450951171,1350.0,1500.0,1650.0,1800.0,1950.0,2100.0,2250.0,2400.0,2550.0,2700.0,2854.3152282273713,3000.0,3150.0,3300.0,3450.0,3600.0,3752.1669044544715,3900.0,4050.0,4200.0,4350.0,4500.0,4699.9962366637865,4800.0,4950.0,5118.9847891613435,5250.0
83,0.847,0.0,174.824593896562,300.0,450.0,600.0,750.0,900.0,1050.0,1200.0,1350.0,1528.1673089312535,1650.0,1800.0,1950.0,2100.0,2250.0,2403.9905323904413,2550.0,2700.0,2850.0,3000.0,3150.0,3306.036328181345,3450.0,3600.0,3753.3277214112254,3900.0,4050.0,4200.0,4350.0,4500.0,4685.467264576188,4800.0,4950.0,5115.210908838574,5250.0
84,0.853,0.0,150.0,300.0,450.0,633.2965349727262,750.0,900.0,1080.7364882875343,1200.0,1350.0,1500.0,1650.0,1800.0,1954.4397954530532,2100.0,2250.0,2406.526357297208,2550.0,2700.0,2853.007980038495,3000.0,3150.0,3304.653837798903,3450.0,3600.0,3752.29439655461,3900.0,4050.0,4202.783505044089,4350.0,4500.0,4650.0,4800.0,4950.0,5121.773721448863,5250.0
85,0.859,0.0,182.4182576093125,300.0,450.0,617.245153920676,750.0,900.0,1092.455106342906,1200.090687450535,1350.0,1500.0,1650.0,1800.0,1954.6088031135048,2100.0,2250.0,2400.0,2550.0,2700.0,2850.0,3000.0,3150.0,3306.2847525773223,3450.0,3600.0,3753.9114332613726,3900.0,4050.0,4202.081569519685,4350.0,4500.0,4683.351972058192,4800.0,4950.0,5118.561461699589,5250.0
86,0.864,0.0,165.23490116921909,300.0,450.0,627.1806737288473,750.0,900.0,1050.0,1200.0,1350.0,1500.0,1650.0,1800.0,1950.0,2100.0,2250.0,2404.4132124449416,2550.0,2700.0,2850.0,3000.0,3150.0,3300.0,3450.0,3600.0,3754.7507779318726,3900.0,4050.0,4202.62036272464,4350.0,4500.0,4687.425062932317,4800.0,4950.0,5100.0,5250.0
87,0.87,0.0,174.5357028490798,300.0,450.0,621.2936808871204,750.0,900.0,1050.0,1200.0,1350.0,1500.0,1650.0,1800.0,1950.0,2100.0,2250.0,2409.2982915837947,2550.0,2700.0,2850.0,3000.0,3150.0,3300.0,3450.0,3600.0,3750.0,3900.0,4050.0,4200.0,4350.0,4500.0,4650.0,4800.0,4950.0,5137.910814277457,5250.0
88,0.875,0.0,150.0,300.0,450.0,631.209298033747,750.0,900.0,1089.3909946333379,1200.0,1350.0,1515.4599447028725,1650.0,1800.0,1953.5806442782425,2100.0,2250.0,2406.0438842534118,2550.0,2700.0,2850.0,3000.0,3150.0,3300.0,3450.0,3600.0,3750.0,3900.0,4050.0,4203.224955794622,4350.0,4500.0,4650.0,4800.0,4950.0,5121.260932011706,5250.0
89,0.881,0.0,177.3299863776238,300.0,450.0,622.1576073722207,750.0,900.0,1084.283294130186,1200.0,1350.0,1520.468362436594,1650.0,1800.0,1957.4046812469073,2100.0,2250.0,2400.0,2550.0,2700.0,2850.0,3000.0,3150.0,3300.0,3450.0,3600.0,3753.4696995679246,3900.0,4050.0,4200.0,4350.0,4500.0,4687.686856936278,4800.0,4950.0,5114.845007582698,5250.0
90,0.886,0.0,190.181984907095,300.0969865003673,450.0,623.0973175741459,750.0,900.0,1050.0,1200.0,1350.0,1526.087603721655,1650.0,1800.0,1954.129972847715,2100.0,2250.0,2408.0056368977507,2550.0,2700.0,2850.0,3000.0,3150.0,3300.0,3450.0,3600.0,3750.0,3900.0,4050.0,4202.677133750537,4350.0,4500.0,4694.100442451646,4800.0,4950.0,5100.0,5250.0
91,0.892,0.0,150.0,300.0,450.0,649.3054367333842,750.0,900.0,1050.0,1200.0,1350.0,1500.0,1650.0,1800.0,1958.345599804465,2100.0,2250.0,2417.0430265739606,2550.0,2700.0,2850.0,3000.0,3150.0,3300.0,3450.0,3600.0,3750.0,3900.0,4050.0,4200.0,4350.0,4500.0,4650.0,4800.0,4950.0,5100.0,5250.0
92,0.897,0.0,150.0,300.0,450.0,600.0,750.0,900.0,1050.0,1200.0,1350.0,1500.0,1650.0,1800.0,1955.1994023454579,2100.0,2250.0,2400.0,2550.0,2700.0,2850.0,3000.0,3153.5976187704027,3304.8970082998426,3450.0,3600.0,3752.266705286574,3900.0,4050.0,4201.8952595367045,4350.0,4500.0,4701.291862885267,4800.0,4950.0,5127.513289131121,5250.0
93,0.903,0.0,150.0,300.0,451.0878225695452,614.2479734550059,750.0,900.0,1107.9584364575187,1200.0,1350.0,1500.0,1650.0,1800.0,1950.0,2100.0,2250.0,2404.7962712984972,2550.0,2700.0,2852.4576549612366,3000.0,3150.0,3300.0,3450.0,3600.0,3750.0,3900.0,4050.0,4201.557029521387,4350.0,4500.0,4650.0,4800.0,4950.0,5100.0,5250.0
