,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,,
B,,,,,,,,,,,,
C,,,,,,,,,,,,
D,,,,,,,,,,,,
E,,,,,,,,,,,,
F,mod1_l,mod1_neg,mod1_p,mod1_l_glyA,mod1_p_glyA,mod1_glyA_neg,,,,,,
G,mod1_l,mod1_neg,mod1_p,mod1_l_glyA,mod1_p_glyA,mod1_glyA_neg,,,,,,
H,mod1_l,mod1_neg,mod1_p,mod1_l_glyA,mod1_p_glyA,mod1_glyA_neg,,,,,,
