,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,,
B,,,,,,ACC,ACC,ACC,NEG,NEG,NEG,ACC
C,ACC,ACC,NEG,NEG,NEG,ACC,ACC,ACC,NEG,NEG,NEG,ACC
D,ACC,ACC,NEG,NEG,NEG,Std_1,Std_2,Std_3,Std_4,Std_5,,
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,
