,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,mod1,mod1,m1-nadh,m1-nadh,
B,,,,,,,,mod1-min,mod1-min,m1-amp,m1-amp,
C,,,,,,,,mod1-nadh,mod1-nadh,m1-plp,m1-plp,
D,,,,,,,,neg,neg,m1-hct,m1-hct,
E,,,,,,,,mod1-mex,mod1-mex,m1-hco3,m1-hco3,
F,,,,,,,,m1-coA,m1-coA,m1-kan,m1-kan,
G,,,,,,,,sds,sds,sds-neg,sds-neg,
H,,,,,,,,,,,,
