,1,2,3,4,5,6,7,8,9,10,11,12
A,glyA,glyA,glyA,mtdA,mtdA,mtdA,ftl,ftl,ftl,,,
B,glyA_sds,glyA_sds,glyA_sds,mtdA_neg,mtdA_neg,mtdA_neg,ftl_fch,ftl_fch,ftl_fch,,,
C,glyA_formate,glyA_formate,glyA_formate,mtdA_glyA,mtdA_glyA,mtdA_glyA,ftl_neg,ftl_neg,ftl_neg,,,
D,glyA_neg,glyA_neg,glyA_neg,mtdA_glyA_neg,mtdA_glyA_neg,mtdA_glyA_neg,,,,,,
E,,,,,,,,,,,,
F,,,,,,,,,,,,
G,,,,,,,,,,,,
H,,,,,,,,,,,,
